abv,ibu,id,name,style,brewery_id,ounces,brewery_idbrewery_,namebrewery_,city,state
0.062,42.0,28,Tule Duck Red Ale (Current),American Amber / Red Ale,530,16.0,530,Buckbean Brewing Company,Reno, NV
0.0579999999999999,35.0,27,Original Orange Blossom Ale (Current),Herbed / Spiced Beer,530,16.0,530,Buckbean Brewing Company,Reno, NV
0.052,40.0,26,Black Noddy Lager (Current),Schwarzbier,530,16.0,530,Buckbean Brewing Company,Reno, NV
0.06,40.0,2125,1836,American Blonde Ale,214,12.0,214,Buffalo Bayou Brewing Company,Houston, TX
0.06,20.0,2124,Summer's Wit,Witbier,214,12.0,214,Buffalo Bayou Brewing Company,Houston, TX
0.09,118.0,2123,More Cowbell,American Double / Imperial IPA,214,16.0,214,Buffalo Bayou Brewing Company,Houston, TX
0.055,40.0,2478,Pale Alement,American Pale Ale (APA),24,12.0,24,Burn 'Em Brewing,Michigan City, IN
0.099,115.0,2471,Hopkick Dropkick,American Double / Imperial IPA,24,12.0,24,Burn 'Em Brewing,Michigan City, IN
0.068,16.0,2160,Joey Wheat,American Pale Wheat Ale,24,16.0,24,Burn 'Em Brewing,Michigan City, IN
0.072,86.0,2158,3:33 Black IPA,American IPA,24,16.0,24,Burn 'Em Brewing,Michigan City, IN
0.055,40.0,2054,Pale Alement,American Pale Ale (APA),24,16.0,24,Burn 'Em Brewing,Michigan City, IN
0.05,14.0,2196,Couch Select Lager,American Pale Lager,197,12.0,197,Burnside Brewing Co.,Portland, OR
0.0559999999999999,36.0,668,Mucho Aloha Hawaiian Pale Ale,American Pale Ale (APA),517,12.0,517,Butcher's Brewing,Carlsbad, CA
0.053,25.0,2214,Horny Toad Cerveza,American Blonde Ale,182,16.0,182,COOP Ale Works,Oklahoma City, OK
0.063,35.0,2213,Native Amber,American Amber / Red Ale,182,16.0,182,COOP Ale Works,Oklahoma City, OK
0.068,100.0,1442,F5 IPA,American IPA,182,16.0,182,COOP Ale Works,Oklahoma City, OK
0.063,35.0,170,Native Amber (2013),American Amber / Red Ale,182,16.0,182,COOP Ale Works,Oklahoma City, OK
0.053,25.0,169,Horny Toad Cerveza (2013),American Blonde Ale,182,16.0,182,COOP Ale Works,Oklahoma City, OK
0.068,100.0,2315,Hopportunity Knocks IPA,American IPA,155,12.0,155,Caldera Brewing Company,Ashland, OR
0.0559999999999999,55.0,1419,Caldera Pale Ale,American Pale Ale (APA),155,12.0,155,Caldera Brewing Company,Ashland, OR
0.039,16.0,878,Lawnmower Lager,American Adjunct Lager,155,12.0,155,Caldera Brewing Company,Ashland, OR
0.054,24.0,794,Ashland Amber Ale (2009),American Amber / Red Ale,155,12.0,155,Caldera Brewing Company,Ashland, OR
0.061,94.0,793,Caldera IPA (2009),American IPA,155,12.0,155,Caldera Brewing Company,Ashland, OR
0.061,94.0,792,Caldera IPA (2007),American IPA,155,12.0,155,Caldera Brewing Company,Ashland, OR
0.0559999999999999,55.0,791,Caldera Pale Ale (2010),American Pale Ale (APA),155,12.0,155,Caldera Brewing Company,Ashland, OR
0.0559999999999999,55.0,790,Caldera Pale Ale (2009),American Pale Ale (APA),155,12.0,155,Caldera Brewing Company,Ashland, OR
0.0559999999999999,55.0,789,Caldera Pale Ale (2005),American Pale Ale (APA),155,12.0,155,Caldera Brewing Company,Ashland, OR
0.0559999999999999,55.0,788,Caldera Pale Ale (2007),American Pale Ale (APA),155,12.0,155,Caldera Brewing Company,Ashland, OR
0.0559999999999999,55.0,38,Caldera Pale Ale (2011),American Pale Ale (APA),155,12.0,155,Caldera Brewing Company,Ashland, OR
0.054,24.0,37,Ashland Amber Ale,American Amber / Red Ale,155,12.0,155,Caldera Brewing Company,Ashland, OR
0.061,94.0,36,Caldera IPA,American IPA,155,12.0,155,Caldera Brewing Company,Ashland, OR
0.099,43.0,2068,Imperial Pumpkin Stout,Pumpkin Ale,230,16.0,230,Cape Ann Brewing Company,Gloucester, MA
0.09,130.0,2067,Dead-Eye DIPA,American Double / Imperial IPA,230,16.0,230,Cape Ann Brewing Company,Gloucester, MA
0.055,64.0,2066,Fisherman's IPA,American IPA,230,12.0,230,Cape Ann Brewing Company,Gloucester, MA
0.054,35.0,2065,Fisherman's Pils,German Pilsener,230,12.0,230,Cape Ann Brewing Company,Gloucester, MA
0.055,30.0,2064,Fisherman's Brew,American Amber / Red Ale,230,12.0,230,Cape Ann Brewing Company,Gloucester, MA
0.055,35.0,1928,Cape Cod Red,American Amber / Red Ale,267,16.0,267,Cape Cod Beer,Hyannis, MA
0.049,10.0,1927,Beach Blonde,American Blonde Ale,267,16.0,267,Cape Cod Beer,Hyannis, MA
0.065,80.0,2227,Dark Voyage Black IPA (2013),American Black Ale,192,12.0,192,Capital Brewery,Middleton, WI
0.052,28.0,2226,Wisconsin Amber,Vienna Lager,192,12.0,192,Capital Brewery,Middleton, WI
0.046,18.0,2225,Lake House,Munich Helles Lager,192,12.0,192,Capital Brewery,Middleton, WI
0.0559999999999999,55.0,1954,Ghost Ship White IPA,American IPA,192,12.0,192,Capital Brewery,Middleton, WI
0.046,18.0,1910,Lake House,Munich Helles Lager,192,16.0,192,Capital Brewery,Middleton, WI
0.062,70.0,1177,Mutiny IPA,American IPA,192,12.0,192,Capital Brewery,Middleton, WI
0.059,22.0,2255,Santa's Secret,Winter Warmer,179,16.0,179,Carolina Brewery,Pittsboro, NC
0.099,100.0,2094,Epitome,American Black Ale,222,16.0,222,Carton Brewing Company,Atlantic Highlands, NJ
0.039,9.0,1941,Monkey Chased the Weasel,Berliner Weissbier,222,16.0,222,Carton Brewing Company,Atlantic Highlands, NJ
0.078,80.0,1940,077XX,American Double / Imperial IPA,222,16.0,222,Carton Brewing Company,Atlantic Highlands, NJ
0.042,35.0,1439,Boat Beer,American IPA,222,12.0,222,Carton Brewing Company,Atlantic Highlands, NJ
0.048,16.0,1882,Whitecap Wit,Witbier,285,16.0,285,Catawba Island Brewing,Port Clinton, OH
0.078,16.0,1881,Seiche Scottish Ale,Scottish Ale,285,16.0,285,Catawba Island Brewing,Port Clinton, OH
0.085,90.0,2600,Gone A-Rye,American Double / Imperial IPA,29,16.0,29,Cedar Creek Brewery,Seven Points, TX
0.068,70.0,2052,Dankosaurus,American IPA,29,16.0,29,Cedar Creek Brewery,Seven Points, TX
0.051,35.0,1584,Scruffy's Smoked Alt,Smoked Beer,29,16.0,29,Cedar Creek Brewery,Seven Points, TX
0.051,36.0,1182,Elliott's Phoned Home Pale Ale,American Pale Ale (APA),29,16.0,29,Cedar Creek Brewery,Seven Points, TX
0.05,18.0,1050,The Lawn Ranger,Cream Ale,29,16.0,29,Cedar Creek Brewery,Seven Points, TX
0.05,40.0,2377,Main St. Virginia Ale,Altbier,122,12.0,122,Center of the Universe Brewing C...,Ashland, VA
0.045,24.0,1839,Chin Music Amber Lager,American Amber / Red Lager,122,12.0,122,Center of the Universe Brewing C...,Ashland, VA
0.05,40.0,1248,Main St. Virginia Ale,Altbier,122,12.0,122,Center of the Universe Brewing C...,Ashland, VA
0.052,42.0,1247,Ray Ray’s Pale Ale,American Pale Ale (APA),122,12.0,122,Center of the Universe Brewing C...,Ashland, VA
0.051,15.0,1649,Chai Ale,Herbed / Spiced Beer,350,16.0,350,Central Coast Brewing Company,San Luis Obispo, CA
0.072,85.0,1648,Lucky Day IPA,American IPA,350,16.0,350,Central Coast Brewing Company,San Luis Obispo, CA
0.095,99.0,1647,Terrace Hill Double IPA,American Double / Imperial IPA,350,16.0,350,Central Coast Brewing Company,San Luis Obispo, CA
0.075,77.0,1646,Catch 23,American Black Ale,350,16.0,350,Central Coast Brewing Company,San Luis Obispo, CA
0.06,45.0,2056,Black Me Stout,American Stout,236,12.0,236,Champion Brewing Company,Charlottesville, VA
0.05,22.0,2055,Killer Kolsch,Kölsch,236,12.0,236,Champion Brewing Company,Charlottesville, VA
0.07,65.0,1933,Missile IPA,American IPA,236,12.0,236,Champion Brewing Company,Charlottesville, VA
0.065,8.0,2018,Ale Cider,Fruit / Vegetable Beer,250,16.0,250,Chapman's Brewing,Angola, IN
0.055,30.0,2017,Pail Ale,American Pale Ale (APA),250,16.0,250,Chapman's Brewing,Angola, IN
0.08,69.0,2080,8 Barrel,American Strong Ale,226,16.0,226,Chatham Brewing,Chatham, NY
0.055,40.0,2079,Oktoberfest,Märzen / Oktoberfest,226,16.0,226,Chatham Brewing,Chatham, NY
0.057,58.0,2380,IPA #11,American IPA,121,16.0,121,Cheboygan Brewing Company,Cheboygan, MI
0.057,10.0,2379,Blood Orange Honey,Fruit / Vegetable Beer,121,16.0,121,Cheboygan Brewing Company,Cheboygan, MI
0.089,126.0,2440,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,99,12.0,99,Christian Moerlein Brewing Company,Cincinnati, OH
0.049,29.0,567,Churchkey Pilsner Style Beer,American Pilsner,526,12.0,526,Churchkey Can Company,Seattle, WA
0.055,25.0,2349,Cubano Espresso,Bock,141,12.0,141,Cigar City Brewing Company,Tampa, FL
0.062,65.0,2014,Operation Homefront,American IPA,141,12.0,141,Cigar City Brewing Company,Tampa, FL
0.0819999999999999,65.0,2013,Wandering Pelican,American Black Ale,141,12.0,141,Cigar City Brewing Company,Tampa, FL
0.07,60.0,1726,Hopped on the High Seas (Hop #529),American IPA,141,12.0,141,Cigar City Brewing Company,Tampa, FL
0.07,60.0,1725,Hopped on the High Seas (Calypso),American IPA,141,12.0,141,Cigar City Brewing Company,Tampa, FL
0.07,60.0,1694,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,141,12.0,141,Cigar City Brewing Company,Tampa, FL
0.07,60.0,1693,Hopped on the High Seas (Citra),American IPA,141,12.0,141,Cigar City Brewing Company,Tampa, FL
0.07,60.0,1692,Hopped on the High Seas (Ahtanum),American IPA,141,12.0,141,Cigar City Brewing Company,Tampa, FL
0.075,70.0,1142,Humidor Series India Pale Ale,American IPA,141,12.0,141,Cigar City Brewing Company,Tampa, FL
0.075,70.0,1141,Jai Alai IPA Aged on White Oak,American IPA,141,12.0,141,Cigar City Brewing Company,Tampa, FL
0.08,65.0,1140,José Martí American Porter,American Porter,141,12.0,141,Cigar City Brewing Company,Tampa, FL
0.055,25.0,1138,Maduro Brown Ale,English Brown Ale,141,12.0,141,Cigar City Brewing Company,Tampa, FL
0.055,25.0,571,Maduro Brown Ale,American Brown Ale,141,12.0,141,Cigar City Brewing Company,Tampa, FL
0.072,75.0,569,Tocobaga Red Ale,American Amber / Red Ale,141,12.0,141,Cigar City Brewing Company,Tampa, FL
0.075,70.0,546,Jai Alai IPA,American IPA,141,12.0,141,Cigar City Brewing Company,Tampa, FL
0.05,18.0,545,Florida Cracker Belgian Wit,Witbier,141,12.0,141,Cigar City Brewing Company,Tampa, FL
0.067,60.0,1772,Jacaranada Rye IPA,American IPA,320,16.0,320,Claremont Craft Ales,Claremont, CA
0.06,75.0,1393,Cascadian Dark Ale,American Black Ale,418,12.0,418,Coalition Brewing Company,Portland, OR
0.044,13.0,893,Wheat the People,American Pale Wheat Ale,418,16.0,418,Coalition Brewing Company,Portland, OR
0.047,17.0,1407,Tybee Island Blonde,American Blonde Ale,415,12.0,415,Coastal Empire Beer Company,Savannah, GA
0.062,55.0,1406,Savannah Brown Ale,American Brown Ale,415,12.0,415,Coastal Empire Beer Company,Savannah, GA
0.046,11.0,2438,Rhode Island Blueberry,Kölsch,101,12.0,101,Coastal Extreme Brewing Company,Newport, RI
0.065,75.0,2437,Newport Storm IPA,American IPA,101,12.0,101,Coastal Extreme Brewing Company,Newport, RI
0.052,24.0,751,Hurricane Amber Ale (2004),American Amber / Red Ale,101,12.0,101,Coastal Extreme Brewing Company,Newport, RI
0.052,24.0,120,Hurricane Amber Ale,American Amber / Red Ale,101,12.0,101,Coastal Extreme Brewing Company,Newport, RI
0.068,75.0,970,Des Moines IPA,American IPA,482,16.0,482,Confluence Brewing Company,Des Moines, IA
0.048,22.0,969,Capital Gold Golden Lager,German Pilsener,482,16.0,482,Confluence Brewing Company,Des Moines, IA
0.0559999999999999,21.0,968,Farmer John's Multi-Grain Ale,American Blonde Ale,482,16.0,482,Confluence Brewing Company,Des Moines, IA
0.075,29.0,659,Crabtree Oatmeal Stout,Oatmeal Stout,515,16.0,515,Crabtree Brewing Company,Greeley, CO
0.077,71.0,556,Eclipse Black IPA,American Black Ale,515,16.0,515,Crabtree Brewing Company,Greeley, CO
0.06,46.0,2538,Neomexicanus Native,American Pale Ale (APA),63,12.0,63,Crazy Mountain Brewing Company,Edwards, CO
0.075,25.0,2355,Old Soul,Belgian Strong Pale Ale,63,12.0,63,Crazy Mountain Brewing Company,Edwards, CO
0.052,15.0,685,Lava Lake Wit,Witbier,63,12.0,63,Crazy Mountain Brewing Company,Edwards, CO
0.052,25.0,356,Crazy Mountain Amber Ale,American Amber / Red Ale,63,12.0,63,Crazy Mountain Brewing Company,Edwards, CO
0.065,65.0,2029,Tropicalia,American IPA,247,12.0,247,Creature Comforts,Athens, GA
0.049,25.0,2293,Aviator Raspberry Blonde,American Blonde Ale,169,12.0,169,Crooked Fence Brewing Company,Garden City, ID
0.06,31.0,1057,South Ridge Amber Ale,American Amber / Red Ale,472,16.0,472,Crystal Springs Brewing Company,Boulder, CO
0.052,23.0,681,Summertime Ale,Kölsch,472,16.0,472,Crystal Springs Brewing Company,Boulder, CO
0.05,15.0,1809,The Tradition,American Blonde Ale,227,12.0,227,DC Brau Brewing Company,Washington, DC
0.053,11.0,1263,El Hefe Speaks,Hefeweizen,227,12.0,227,DC Brau Brewing Company,Washington, DC
0.092,115.0,851,On the Wings of Armageddon,American Double / Imperial IPA,227,12.0,227,DC Brau Brewing Company,Washington, DC
0.065,80.0,186,The Corruption,American IPA,227,12.0,227,DC Brau Brewing Company,Washington, DC
0.063,37.0,1746,Dead Armadillo Amber Ale,American Amber / Red Ale,330,12.0,330,Dead Armadillo Craft Brewing,Tulsa, OK
0.075,33.0,2251,Oak Cliff Coffee Ale,American Brown Ale,127,12.0,127,Deep Ellum Brewing Company,Dallas, TX
0.085,100.0,2166,Dream Crusher Double IPA,American Double / Imperial IPA,127,12.0,127,Deep Ellum Brewing Company,Dallas, TX
0.048,25.0,1202,Farmhouse Wit,Saison / Farmhouse Ale,127,16.0,127,Deep Ellum Brewing Company,Dallas, TX
0.052,23.0,946,Dallas Blonde,American Blonde Ale,127,12.0,127,Deep Ellum Brewing Company,Dallas, TX
0.07,70.0,943,Deep Ellum IPA,American IPA,127,12.0,127,Deep Ellum Brewing Company,Dallas, TX
0.045,44.0,1886,Thrasher Session India Pale Ale,American IPA,283,12.0,283,Defiance Brewing Company,Hays, KS
0.05,16.0,1885,Gutch English Style Mild Ale,English Pale Mild Ale,283,12.0,283,Defiance Brewing Company,Hays, KS
0.059,55.0,1213,Chuli Stout,Irish Dry Stout,453,12.0,453,Denali Brewing Company,Talkeetna, AK
0.0559999999999999,46.0,1159,Mother Ale,American Blonde Ale,453,12.0,453,Denali Brewing Company,Talkeetna, AK
0.065,71.0,947,Twister Creek India Pale Ale,American IPA,453,12.0,453,Denali Brewing Company,Talkeetna, AK
0.0579999999999999,46.0,929,Single Engine Red,Irish Red Ale,453,12.0,453,Denali Brewing Company,Talkeetna, AK
0.05,40.0,1210,Mirror Pond Pale Ale,American Pale Ale (APA),454,12.0,454,Deschutes Brewery,Bend, OR
0.052,16.0,2550,Weissenheimer,Hefeweizen,57,12.0,57,Destihl Brewery,Bloomington, IL
0.049,22.0,2505,Abbey's Single (2015- ),Abbey Single Ale,57,12.0,57,Destihl Brewery,Bloomington, IL
0.063,76.0,2025,Vertex IPA,American IPA,57,12.0,57,Destihl Brewery,Bloomington, IL
0.05,12.0,2021,Here Gose Nothin',Gose,57,12.0,57,Destihl Brewery,Bloomington, IL
0.096,85.0,1888,Hoperation Overload,American Double / Imperial IPA,57,12.0,57,Destihl Brewery,Bloomington, IL
0.049,22.0,1887,Abbey's Single Ale (Current),Abbey Single Ale,57,12.0,57,Destihl Brewery,Bloomington, IL
0.044,45.0,2051,Bravo Four Point,American Pale Ale (APA),237,12.0,237,Devil's Backbone Brewing Company,Lexington, VA
0.052,26.0,1201,Striped Bass Pale Ale,American Pale Ale (APA),237,12.0,237,Devil's Backbone Brewing Company,Lexington, VA
0.054,27.0,924,Deadicated Amber,American Amber / Red Ale,491,16.0,491,Devil's Canyon Brewery,Belmont, CA
0.071,85.0,730,California Sunshine Rye IPA,American IPA,491,16.0,491,Devil's Canyon Brewery,Belmont, CA
0.074,12.0,647,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,491,16.0,491,Devil's Canyon Brewery,Belmont, CA
0.065,72.0,1795,Filthy Hoppin' IPA,American IPA,311,16.0,311,Dirty Bucket Brewing Company,Woodinville, WA
0.066,100.0,881,Hop Abomination,American IPA,496,12.0,496,Dry Dock Brewing Company,Aurora, CO
0.051,17.0,880,Apricot Blonde,Fruit / Vegetable Beer,496,12.0,496,Dry Dock Brewing Company,Aurora, CO
0.043,12.0,872,Dry Dock Hefeweizen,Hefeweizen,496,12.0,496,Dry Dock Brewing Company,Aurora, CO
0.0579999999999999,49.0,871,Dry Dock Amber Ale,American Amber / Red Ale,496,12.0,496,Dry Dock Brewing Company,Aurora, CO
0.061,64.0,1685,Category 3 IPA,American IPA,340,12.0,340,Due South Brewing Company,Boynton Beach, FL
0.045,18.0,457,Dundee Summer Wheat Beer,American Pale Wheat Ale,538,12.0,538,Dundee Brewing Company,Rochester, NY
0.078,74.0,1382,Crank Yanker IPA,American IPA,369,16.0,369,Eddyline Brewery & Restaurant,Buena Vista, CO
0.078,74.0,395,Crank Yanker IPA (2011),American IPA,369,16.0,369,Eddyline Brewery & Restaurant,Buena Vista, CO
0.049,25.0,673,Dottie Seattle Lager,American Amber / Red Lager,516,16.0,516,Emerald City Beer Company,Seattle, WA
0.043,60.0,2292,Little Sister India Style Session Ale,American IPA,170,12.0,170,Everybody's Brewing,White Salmon, WA
0.062,80.0,1504,Country Boy IPA,American IPA,170,12.0,170,Everybody's Brewing,White Salmon, WA
0.049,23.0,2604,Blonde Czich,American Blonde Ale,26,16.0,26,Evil Czech Brewery,Mishawaka, IN
0.07,61.0,2432,White Reaper,Belgian IPA,26,16.0,26,Evil Czech Brewery,Mishawaka, IN
0.054,48.0,1967,General George Patton Pilsner,Czech Pilsener,26,16.0,26,Evil Czech Brewery,Mishawaka, IN
0.05,32.0,1722,Iron Horse Pale Ale,American Pale Ale (APA),335,12.0,335,Fargo Brewing Company,Fargo, ND
0.045,19.0,1435,Stone's Throw IPA,Scottish Ale,335,12.0,335,Fargo Brewing Company,Fargo, ND
0.067,70.0,1434,Wood Chipper India Pale Ale,American IPA,335,12.0,335,Fargo Brewing Company,Fargo, ND
0.063,55.0,2089,Trail Head,American Pale Ale (APA),224,12.0,224,Fat Head's Brewery,Middleburg Heights, OH
0.07,80.0,2088,Hop Stalker Fresh Hop IPA,American IPA,224,16.0,224,Fat Head's Brewery,Middleburg Heights, OH
0.07,58.0,1455,Sudice American Stout,American Stout,405,16.0,405,Fate Brewing Company,Boulder, CO
0.05,20.0,1454,Parcae Belgian Style Pale Ale,Belgian Pale Ale,405,16.0,405,Fate Brewing Company,Boulder, CO
0.05,20.0,1453,Norns Roggenbier,Roggenbier,405,16.0,405,Fate Brewing Company,Boulder, CO
0.05,20.0,1452,Laimas Kölsch Style Ale,Kölsch,405,16.0,405,Fate Brewing Company,Boulder, CO
0.07,70.0,1451,Moirai India Pale Ale,American IPA,405,16.0,405,Fate Brewing Company,Boulder, CO
0.075,53.0,2191,Loki Red Ale,American Amber / Red Ale,201,16.0,201,Fearless Brewing Company,Estacada, OR
0.075,53.0,895,Loki Red Ale (2013),American Amber / Red Ale,201,16.0,201,Fearless Brewing Company,Estacada, OR
0.0819999999999999,80.0,1929,Second Fiddle,American Double / Imperial IPA,172,16.0,172,Fiddlehead Brewing Company,Shelburne, VT
0.055,30.0,1858,Hodad Porter,American Porter,172,16.0,172,Fiddlehead Brewing Company,Shelburne, VT
0.055,45.0,2590,Czech Yo Self,Czech Pilsener,36,12.0,36,Figueroa Mountain Brewing Company,Buellton, CA
0.048,20.0,1968,FMB 101,Kölsch,36,12.0,36,Figueroa Mountain Brewing Company,Buellton, CA
0.08,80.0,1664,Sobek & Set,American Black Ale,256,16.0,256,Finch's Beer Company,Chicago, IL
0.05,22.0,1662,Wet Hot American Wheat Ale,American Pale Wheat Ale,256,16.0,256,Finch's Beer Company,Chicago, IL
0.08,72.0,935,Fascist Pig Ale,American Amber / Red Ale,256,16.0,256,Finch's Beer Company,Chicago, IL
0.045,47.0,2569,Easy Jack,American IPA,48,12.0,48,Firestone Walker Brewing Company,Paso Robles, CA
0.075,75.0,2463,Union Jack,American IPA,48,12.0,48,Firestone Walker Brewing Company,Paso Robles, CA
0.047,20.0,1733,805,American Blonde Ale,48,12.0,48,Firestone Walker Brewing Company,Paso Robles, CA
0.05,27.0,2284,Hinchtown Hammer Down,American Blonde Ale,16,16.0,16,Flat 12 Bierwerks,Indianapolis, IN
0.06,104.0,1610,Half Cycle IPA,American IPA,16,16.0,16,Flat 12 Bierwerks,Indianapolis, IN
0.071,60.0,608,Snake Dog IPA,American IPA,521,12.0,521,Flying Dog Brewery,Frederick, MD
0.047,28.0,607,Underdog Atlantic Lager,American Pale Lager,521,12.0,521,Flying Dog Brewery,Frederick, MD
0.07,70.0,2566,Flying Mouse 4,American IPA,50,12.0,50,Flying Mouse Brewery,Troutville, VA
0.05,18.0,2111,What the Butler Saw,Witbier,217,12.0,217,Forgotten Boardwalk,Cherry Hill, NJ
0.069,65.0,2110,1916 Shore Shiver,American IPA,217,12.0,217,Forgotten Boardwalk,Cherry Hill, NJ
0.074,97.0,318,Vortex IPA,American IPA,206,16.0,206,Fort George Brewery,Astoria, OR
0.047,19.0,2661,Park,American Pale Wheat Ale,4,12.0,4,Fort Point Beer Company,San Francisco, CA
0.0559999999999999,16.0,2660,Westfalia,American Amber / Red Ale,4,12.0,4,Fort Point Beer Company,San Francisco, CA
0.046,17.0,2659,KSA,Kölsch,4,12.0,4,Fort Point Beer Company,San Francisco, CA
0.063,42.0,2658,Villager,American IPA,4,12.0,4,Fort Point Beer Company,San Francisco, CA
0.085,50.0,2625,Dirty Bastard,Scotch Ale / Wee Heavy,15,12.0,15,Founders Brewing Company,Grand Rapids, MI
0.072,65.0,1565,Centennial IPA,American IPA,15,12.0,15,Founders Brewing Company,Grand Rapids, MI
0.047,42.0,1223,All Day IPA,American IPA,15,12.0,15,Founders Brewing Company,Grand Rapids, MI
0.076,73.0,1874,El Chingon IPA,American IPA,287,12.0,287,Four Corners Brewing Company,Dallas, TX
0.057,40.0,1873,Block Party Robust Porter,American Porter,287,12.0,287,Four Corners Brewing Company,Dallas, TX
0.052,20.0,1872,Local Buzz,American Blonde Ale,287,12.0,287,Four Corners Brewing Company,Dallas, TX
0.064,90.0,2610,The Gadget,American IPA,22,16.0,22,Four Fathers Brewing ,Valparaiso, IN
0.052,17.0,2309,Sunbru Kölsch,Kölsch,160,12.0,160,Four Peaks Brewing Company,Tempe, AZ
0.042,9.0,1585,Four Peaks Peach Ale,Fruit / Vegetable Beer,160,12.0,160,Four Peaks Brewing Company,Tempe, AZ
0.067,47.0,358,Hop Knot IPA,American IPA,160,12.0,160,Four Peaks Brewing Company,Tempe, AZ
0.06,21.0,179,Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,160,12.0,160,Four Peaks Brewing Company,Tempe, AZ
0.05,28.0,2427,Suncaster Summer Wheat,American Pale Wheat Ale,105,12.0,105,Four String Brewing Company,Columbus, OH
0.057,36.0,2425,Brass Knuckle Pale Ale,American Pale Ale (APA),105,12.0,105,Four String Brewing Company,Columbus, OH
0.07,70.0,2424,Big Star White IPA,American White IPA,105,12.0,105,Four String Brewing Company,Columbus, OH
0.069,69.0,1556,Batch 69 IPA,American IPA,253,12.0,253,Frankenmuth Brewery,Frankenmuth, MI
0.055,18.0,1208,Twisted Helles Summer Lager,Munich Helles Lager,253,12.0,253,Frankenmuth Brewery,Frankenmuth, MI
0.065,33.0,2526,Texicali ,American Brown Ale,66,12.0,66,Freetail Brewing Company,San Antonio, TX
0.042,20.0,2524,Bat Outta Helles,Munich Helles Lager,66,12.0,66,Freetail Brewing Company,San Antonio, TX
0.042,10.0,2522,Rye Wit,Witbier,66,12.0,66,Freetail Brewing Company,San Antonio, TX
0.059,70.0,2521,Soul Doubt,American IPA,66,12.0,66,Freetail Brewing Company,San Antonio, TX
0.044,5.0,2520,Yo Soy Un Berliner,Berliner Weissbier,66,12.0,66,Freetail Brewing Company,San Antonio, TX
0.065,35.0,901,Harvest Ale,Saison / Farmhouse Ale,460,12.0,460,Fremont Brewing Company,Seattle, WA
0.065,45.0,875,Fremont Summer Ale,American Pale Ale (APA),460,12.0,460,Fremont Brewing Company,Seattle, WA
0.0559999999999999,30.0,858,Universale Pale Ale,American Pale Ale (APA),460,12.0,460,Fremont Brewing Company,Seattle, WA
0.065,80.0,857,Interurban IPA,American IPA,460,12.0,460,Fremont Brewing Company,Seattle, WA
0.053,32.0,1300,Gateway Kolsch Style Ale,Kölsch,433,12.0,433,French Broad Brewery,Asheville, NC
0.07,24.0,1260,Wee-Heavy-Er Scotch Ale,Scotch Ale / Wee Heavy,433,12.0,433,French Broad Brewery,Asheville, NC
0.052,42.0,1259,13 Rebels ESB,Extra Special / Strong Bitter (ESB),433,12.0,433,French Broad Brewery,Asheville, NC
0.07,73.0,2254,Salamander Slam,American IPA,180,16.0,180,Frog Level Brewing Company,Waynesville, NC
0.072,50.0,2077,No Wake IPA,American IPA,228,12.0,228,Geneva Lake Brewing Company,Lake Geneva, WI
0.049,15.0,2076,Boathouse Blonde,American Blonde Ale,228,12.0,228,Geneva Lake Brewing Company,Lake Geneva, WI
0.05,26.0,2075,Cedar Point,American Amber / Red Ale,228,12.0,228,Geneva Lake Brewing Company,Lake Geneva, WI
0.067,70.0,2426,Clean Shave IPA,American IPA,106,12.0,106,Glabrous Brewing Company,Pineland, ME
0.072,75.0,2045,Might As Well IPL,American Pale Lager,240,16.0,240,Golden Road Brewing,Los Angeles, CA
0.0579999999999999,35.0,1960,Saison Pamplemousse,Saison / Farmhouse Ale,240,12.0,240,Golden Road Brewing,Los Angeles, CA
0.074,74.0,1777,2020 IPA,American IPA,240,16.0,240,Golden Road Brewing,Los Angeles, CA
0.08,70.0,1698,Wolf Among Weeds IPA,American IPA,240,16.0,240,Golden Road Brewing,Los Angeles, CA
0.094,92.0,1641,Better Weather IPA,American IPA,240,16.0,240,Golden Road Brewing,Los Angeles, CA
0.059,60.0,1490,Point the Way IPA,American IPA,240,16.0,240,Golden Road Brewing,Los Angeles, CA
0.046,15.0,1489,Golden Road Hefeweizen,Hefeweizen,240,16.0,240,Golden Road Brewing,Los Angeles, CA
0.068,65.0,1399,Heal the Bay IPA,American IPA,240,16.0,240,Golden Road Brewing,Los Angeles, CA
0.059,60.0,1296,Point the Way IPA,American IPA,240,12.0,240,Golden Road Brewing,Los Angeles, CA
0.055,20.0,991,Get Up Offa That Brown,American Brown Ale,240,16.0,240,Golden Road Brewing,Los Angeles, CA
0.08,70.0,750,Burning Bush Smoked IPA,American IPA,240,16.0,240,Golden Road Brewing,Los Angeles, CA
0.08,70.0,749,Wolf Among Weeds IPA (2012),American IPA,240,16.0,240,Golden Road Brewing,Los Angeles, CA
0.059,60.0,549,Point the Way IPA (2012),American IPA,240,16.0,240,Golden Road Brewing,Los Angeles, CA
0.046,15.0,548,Golden Road Hefeweizen (2012),Hefeweizen,240,16.0,240,Golden Road Brewing,Los Angeles, CA
0.07,11.0,2587,Vanilla Porter,American Porter,39,16.0,39,Gonzo's BiggDogg Brewing,Kalamazoo, MI
