abv,ibu,beer_id,beer_name,style,style_group,ounces,brewery_id
0.06,46.0,2538,Neomexicanus Native,American Pale Ale (APA),American Pale Ale (APA),12.0,63
0.075,25.0,2355,Old Soul,Belgian Strong Pale Ale,other,12.0,63
0.052,15.0,685,Lava Lake Wit,Witbier,other,12.0,63
0.052,25.0,356,Crazy Mountain Amber Ale,American Amber / Red Ale,American Amber / Red Ale,12.0,63
0.065,65.0,2029,Tropicalia,American IPA,American IPA,12.0,247
0.049,25.0,2293,Aviator Raspberry Blonde,American Blonde Ale,American Blonde Ale,12.0,169
0.06,31.0,1057,South Ridge Amber Ale,American Amber / Red Ale,American Amber / Red Ale,16.0,472
0.052,23.0,681,Summertime Ale,Kölsch,Kölsch,16.0,472
0.05,15.0,1809,The Tradition,American Blonde Ale,American Blonde Ale,12.0,227
0.053,11.0,1263,El Hefe Speaks,Hefeweizen,other,12.0,227
0.092,115.0,851,On the Wings of Armageddon,American Double / Imperial IPA,American Double / Imperial IPA,12.0,227
0.065,80.0,186,The Corruption,American IPA,American IPA,12.0,227
0.063,37.0,1746,Dead Armadillo Amber Ale,American Amber / Red Ale,American Amber / Red Ale,12.0,330
0.075,33.0,2251,Oak Cliff Coffee Ale,American Brown Ale,American Brown Ale,12.0,127
0.085,100.0,2166,Dream Crusher Double IPA,American Double / Imperial IPA,American Double / Imperial IPA,12.0,127
0.048,25.0,1202,Farmhouse Wit,Saison / Farmhouse Ale,other,16.0,127
0.052,23.0,946,Dallas Blonde,American Blonde Ale,American Blonde Ale,12.0,127
0.07,70.0,943,Deep Ellum IPA,American IPA,American IPA,12.0,127
0.045,44.0,1886,Thrasher Session India Pale Ale,American IPA,American IPA,12.0,283
0.05,16.0,1885,Gutch English Style Mild Ale,English Pale Mild Ale,other,12.0,283
0.059,55.0,1213,Chuli Stout,Irish Dry Stout,other,12.0,453
0.0559999999999999,46.0,1159,Mother Ale,American Blonde Ale,American Blonde Ale,12.0,453
0.065,71.0,947,Twister Creek India Pale Ale,American IPA,American IPA,12.0,453
0.0579999999999999,46.0,929,Single Engine Red,Irish Red Ale,other,12.0,453
0.05,40.0,1210,Mirror Pond Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,454
0.052,16.0,2550,Weissenheimer,Hefeweizen,other,12.0,57
0.049,22.0,2505,Abbey's Single (2015- ),Abbey Single Ale,other,12.0,57
0.063,76.0,2025,Vertex IPA,American IPA,American IPA,12.0,57
0.05,12.0,2021,Here Gose Nothin',Gose,other,12.0,57
0.096,85.0,1888,Hoperation Overload,American Double / Imperial IPA,American Double / Imperial IPA,12.0,57
0.049,22.0,1887,Abbey's Single Ale (Current),Abbey Single Ale,other,12.0,57
0.044,45.0,2051,Bravo Four Point,American Pale Ale (APA),American Pale Ale (APA),12.0,237
0.052,26.0,1201,Striped Bass Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,237
0.054,27.0,924,Deadicated Amber,American Amber / Red Ale,American Amber / Red Ale,16.0,491
0.071,85.0,730,California Sunshine Rye IPA,American IPA,American IPA,16.0,491
0.074,12.0,647,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,other,16.0,491
0.065,72.0,1795,Filthy Hoppin' IPA,American IPA,American IPA,16.0,311
0.066,100.0,881,Hop Abomination,American IPA,American IPA,12.0,496
0.051,17.0,880,Apricot Blonde,Fruit / Vegetable Beer,Fruit / Vegetable Beer,12.0,496
0.043,12.0,872,Dry Dock Hefeweizen,Hefeweizen,other,12.0,496
0.0579999999999999,49.0,871,Dry Dock Amber Ale,American Amber / Red Ale,American Amber / Red Ale,12.0,496
0.061,64.0,1685,Category 3 IPA,American IPA,American IPA,12.0,340
0.045,18.0,457,Dundee Summer Wheat Beer,American Pale Wheat Ale,American Pale Wheat Ale,12.0,538
0.078,74.0,1382,Crank Yanker IPA,American IPA,American IPA,16.0,369
0.078,74.0,395,Crank Yanker IPA (2011),American IPA,American IPA,16.0,369
0.049,25.0,673,Dottie Seattle Lager,American Amber / Red Lager,other,16.0,516
0.043,60.0,2292,Little Sister India Style Session Ale,American IPA,American IPA,12.0,170
0.062,80.0,1504,Country Boy IPA,American IPA,American IPA,12.0,170
0.049,23.0,2604,Blonde Czich,American Blonde Ale,American Blonde Ale,16.0,26
0.07,61.0,2432,White Reaper,Belgian IPA,other,16.0,26
0.054,48.0,1967,General George Patton Pilsner,Czech Pilsener,other,16.0,26
0.05,32.0,1722,Iron Horse Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,335
0.045,19.0,1435,Stone's Throw IPA,Scottish Ale,other,12.0,335
0.067,70.0,1434,Wood Chipper India Pale Ale,American IPA,American IPA,12.0,335
0.063,55.0,2089,Trail Head,American Pale Ale (APA),American Pale Ale (APA),12.0,224
0.07,80.0,2088,Hop Stalker Fresh Hop IPA,American IPA,American IPA,16.0,224
0.07,58.0,1455,Sudice American Stout,American Stout,other,16.0,405
0.05,20.0,1454,Parcae Belgian Style Pale Ale,Belgian Pale Ale,other,16.0,405
0.05,20.0,1453,Norns Roggenbier,Roggenbier,other,16.0,405
0.05,20.0,1452,Laimas Kölsch Style Ale,Kölsch,Kölsch,16.0,405
0.07,70.0,1451,Moirai India Pale Ale,American IPA,American IPA,16.0,405
0.075,53.0,2191,Loki Red Ale,American Amber / Red Ale,American Amber / Red Ale,16.0,201
0.075,53.0,895,Loki Red Ale (2013),American Amber / Red Ale,American Amber / Red Ale,16.0,201
0.0819999999999999,80.0,1929,Second Fiddle,American Double / Imperial IPA,American Double / Imperial IPA,16.0,172
0.055,30.0,1858,Hodad Porter,American Porter,American Porter,16.0,172
0.055,45.0,2590,Czech Yo Self,Czech Pilsener,other,12.0,36
0.048,20.0,1968,FMB 101,Kölsch,Kölsch,12.0,36
0.08,80.0,1664,Sobek & Set,American Black Ale,other,16.0,256
0.05,22.0,1662,Wet Hot American Wheat Ale,American Pale Wheat Ale,American Pale Wheat Ale,16.0,256
0.08,72.0,935,Fascist Pig Ale,American Amber / Red Ale,American Amber / Red Ale,16.0,256
0.045,47.0,2569,Easy Jack,American IPA,American IPA,12.0,48
0.075,75.0,2463,Union Jack,American IPA,American IPA,12.0,48
0.047,20.0,1733,805,American Blonde Ale,American Blonde Ale,12.0,48
0.05,27.0,2284,Hinchtown Hammer Down,American Blonde Ale,American Blonde Ale,16.0,16
0.06,104.0,1610,Half Cycle IPA,American IPA,American IPA,16.0,16
0.071,60.0,608,Snake Dog IPA,American IPA,American IPA,12.0,521
0.047,28.0,607,Underdog Atlantic Lager,American Pale Lager,other,12.0,521
0.07,70.0,2566,Flying Mouse 4,American IPA,American IPA,12.0,50
0.05,18.0,2111,What the Butler Saw,Witbier,other,12.0,217
0.069,65.0,2110,1916 Shore Shiver,American IPA,American IPA,12.0,217
0.074,97.0,318,Vortex IPA,American IPA,American IPA,16.0,206
0.047,19.0,2661,Park,American Pale Wheat Ale,American Pale Wheat Ale,12.0,4
0.0559999999999999,16.0,2660,Westfalia,American Amber / Red Ale,American Amber / Red Ale,12.0,4
0.046,17.0,2659,KSA,Kölsch,Kölsch,12.0,4
0.063,42.0,2658,Villager,American IPA,American IPA,12.0,4
0.085,50.0,2625,Dirty Bastard,Scotch Ale / Wee Heavy,other,12.0,15
0.072,65.0,1565,Centennial IPA,American IPA,American IPA,12.0,15
0.047,42.0,1223,All Day IPA,American IPA,American IPA,12.0,15
0.076,73.0,1874,El Chingon IPA,American IPA,American IPA,12.0,287
0.057,40.0,1873,Block Party Robust Porter,American Porter,American Porter,12.0,287
0.052,20.0,1872,Local Buzz,American Blonde Ale,American Blonde Ale,12.0,287
0.064,90.0,2610,The Gadget,American IPA,American IPA,16.0,22
0.052,17.0,2309,Sunbru Kölsch,Kölsch,Kölsch,12.0,160
0.042,9.0,1585,Four Peaks Peach Ale,Fruit / Vegetable Beer,Fruit / Vegetable Beer,12.0,160
0.067,47.0,358,Hop Knot IPA,American IPA,American IPA,12.0,160
0.06,21.0,179,Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,other,12.0,160
0.05,28.0,2427,Suncaster Summer Wheat,American Pale Wheat Ale,American Pale Wheat Ale,12.0,105
0.057,36.0,2425,Brass Knuckle Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,105
0.07,70.0,2424,Big Star White IPA,American White IPA,other,12.0,105
0.069,69.0,1556,Batch 69 IPA,American IPA,American IPA,12.0,253
0.055,18.0,1208,Twisted Helles Summer Lager,Munich Helles Lager,other,12.0,253
0.065,33.0,2526,Texicali ,American Brown Ale,American Brown Ale,12.0,66
0.042,20.0,2524,Bat Outta Helles,Munich Helles Lager,other,12.0,66
0.042,10.0,2522,Rye Wit,Witbier,other,12.0,66
0.059,70.0,2521,Soul Doubt,American IPA,American IPA,12.0,66
0.044,5.0,2520,Yo Soy Un Berliner,Berliner Weissbier,other,12.0,66
0.065,35.0,901,Harvest Ale,Saison / Farmhouse Ale,other,12.0,460
0.065,45.0,875,Fremont Summer Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,460
0.0559999999999999,30.0,858,Universale Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,460
0.065,80.0,857,Interurban IPA,American IPA,American IPA,12.0,460
0.053,32.0,1300,Gateway Kolsch Style Ale,Kölsch,Kölsch,12.0,433
0.07,24.0,1260,Wee-Heavy-Er Scotch Ale,Scotch Ale / Wee Heavy,other,12.0,433
0.052,42.0,1259,13 Rebels ESB,Extra Special / Strong Bitter (ESB),other,12.0,433
0.07,73.0,2254,Salamander Slam,American IPA,American IPA,16.0,180
0.072,50.0,2077,No Wake IPA,American IPA,American IPA,12.0,228
0.049,15.0,2076,Boathouse Blonde,American Blonde Ale,American Blonde Ale,12.0,228
0.05,26.0,2075,Cedar Point,American Amber / Red Ale,American Amber / Red Ale,12.0,228
0.067,70.0,2426,Clean Shave IPA,American IPA,American IPA,12.0,106
0.072,75.0,2045,Might As Well IPL,American Pale Lager,other,16.0,240
0.0579999999999999,35.0,1960,Saison Pamplemousse,Saison / Farmhouse Ale,other,12.0,240
0.074,74.0,1777,2020 IPA,American IPA,American IPA,16.0,240
0.08,70.0,1698,Wolf Among Weeds IPA,American IPA,American IPA,16.0,240
0.094,92.0,1641,Better Weather IPA,American IPA,American IPA,16.0,240
0.059,60.0,1490,Point the Way IPA,American IPA,American IPA,16.0,240
0.046,15.0,1489,Golden Road Hefeweizen,Hefeweizen,other,16.0,240
0.068,65.0,1399,Heal the Bay IPA,American IPA,American IPA,16.0,240
0.055,20.0,991,Get Up Offa That Brown,American Brown Ale,American Brown Ale,16.0,240
0.08,70.0,750,Burning Bush Smoked IPA,American IPA,American IPA,16.0,240
0.08,70.0,749,Wolf Among Weeds IPA (2012),American IPA,American IPA,16.0,240
0.059,60.0,549,Point the Way IPA (2012),American IPA,American IPA,16.0,240
0.046,15.0,548,Golden Road Hefeweizen (2012),Hefeweizen,other,16.0,240
0.07,11.0,2587,Vanilla Porter,American Porter,American Porter,16.0,39
0.07,70.0,1109,Descender IPA,American IPA,American IPA,12.0,464
0.06,18.0,1108,Sweet As Pacific Ale,American Pale Wheat Ale,American Pale Wheat Ale,12.0,464
0.0559999999999999,36.0,1000,Good People Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,478
0.093,103.0,312,Snake Handler Double IPA,American Double / Imperial IPA,American Double / Imperial IPA,12.0,478
0.06,54.0,311,Coffee Oatmeal Stout,Oatmeal Stout,other,12.0,478
0.06,64.0,309,Good People IPA,American IPA,American IPA,12.0,478
0.0579999999999999,36.0,308,Good People American Brown Ale,American Brown Ale,American Brown Ale,12.0,478
0.055,40.0,2205,Mountain Rescue Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,194
0.059,55.0,2198,Goose Island India Pale Ale,American IPA,American IPA,12.0,196
0.054,30.0,2457,312 Urban Pale Ale,American Pale Ale (APA),American Pale Ale (APA),16.0,88
0.042,18.0,2201,312 Urban Wheat Ale,American Pale Wheat Ale,American Pale Wheat Ale,16.0,88
0.042,20.0,581,312 Urban Wheat Ale (2012),American Pale Wheat Ale,American Pale Wheat Ale,12.0,88
0.052,19.0,1383,Beaver Logger,American Pale Lager,other,12.0,420
0.043,21.0,2129,Monarch Classic American Wheat,American Pale Wheat Ale,American Pale Wheat Ale,12.0,213
0.049,21.0,2127,Sir William's English Brown Ale,English Brown Ale,other,12.0,213
0.055,35.0,2126,Lakefire Rye Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,213
0.053,22.0,2303,Beer Agent Re-Ignition,American Blonde Ale,American Blonde Ale,16.0,165
0.057,18.0,1990,Cherry Ale,Fruit / Vegetable Beer,Fruit / Vegetable Beer,16.0,165
0.0559999999999999,33.0,1702,Bourbon Barrel Aged Coconut Porter,American Porter,American Porter,16.0,165
0.062,60.0,1701,Great Crescent IPA,American IPA,American IPA,16.0,165
0.057,27.0,1700,Aurora Lager,Dortmunder / Export Lager,other,16.0,165
0.053,22.0,1699,Great Crescent Blonde Ale,American Blonde Ale,American Blonde Ale,16.0,165
0.0559999999999999,33.0,1269,Great Crescent Coconut Porter,American Porter,American Porter,16.0,165
0.057,25.0,930,Great Crescent Oktoberfest Lager,Märzen / Oktoberfest,other,16.0,165
0.045,36.0,649,Great Crescent Brown Ale,American Brown Ale,American Brown Ale,16.0,165
0.057,18.0,639,Cherry Ale (1),Fruit / Vegetable Beer,Fruit / Vegetable Beer,16.0,165
0.057,27.0,626,Aurora Lager (2011),Dortmunder / Export Lager,other,16.0,165
0.06,25.0,615,Frosted Fields Winter Wheat,American Dark Wheat Ale,other,16.0,165
0.051,13.0,478,Great Crescent Belgian Style Wit,Witbier,other,16.0,165
0.075,65.0,455,Bourbon's Barrel Stout,American Stout,other,16.0,165
0.08,66.0,442,Great Crescent Stout,English Stout,other,16.0,165
0.0559999999999999,33.0,441,Great Crescent Coconut Porter (2012),American Porter,American Porter,16.0,165
0.057,23.0,440,Great Crescent Dark Lager,Euro Dark Lager,other,16.0,165
0.042,26.0,439,Great Crescent Mild Ale,English Dark Mild Ale,other,16.0,165
0.062,60.0,436,Great Crescent IPA (2011),American IPA,American IPA,16.0,165
0.053,22.0,389,Great Crescent Blonde Ale (2011),American Blonde Ale,American Blonde Ale,16.0,165
0.095,75.0,2644,Yeti  Imperial Stout,Russian Imperial Stout,other,12.0,6
0.045,15.0,404,Black Star Double Hopped Golden Lager (24 oz.),American Pale Lager,other,24.0,543
0.045,15.0,164,Black Star Double Hopped Golden Lager (12 oz.),American Pale Lager,other,12.0,543
0.052,49.0,1923,Commotion APA,American Pale Ale (APA),American Pale Ale (APA),12.0,269
0.05,5.0,1604,Chickawawa Lemonale,Fruit / Vegetable Beer,Fruit / Vegetable Beer,12.0,365
0.07,22.0,1574,Barrel Aged Farmer,American Brown Ale,American Brown Ale,16.0,365
0.048,20.0,1244,Dos Pistolas,Vienna Lager,other,12.0,365
0.05,30.0,1064,Owney Irish Style Red Ale,Irish Red Ale,other,16.0,365
0.055,10.0,865,Widespread Wit,Witbier,other,16.0,365
0.054,30.0,864,Roller Dam Red Ale,Irish Red Ale,other,16.0,365
0.053,48.0,863,483 Pale Ale,American Pale Ale (APA),American Pale Ale (APA),16.0,365
0.09,99.0,672,Hop A Potamus Double Dark Rye Pale Ale,Rye Beer,other,16.0,365
0.07,22.0,655,Farmer Brown Ale,American Brown Ale,American Brown Ale,16.0,365
0.07,70.0,540,Big Cock IPA,American IPA,American IPA,16.0,365
0.048,25.0,517,40th Annual Bix Street Fest Copper Ale (Current),American Amber / Red Ale,American Amber / Red Ale,16.0,365
0.06,36.0,371,Redband Stout,American Stout,other,16.0,365
0.053,48.0,190,483 Pale Ale (2010),American Pale Ale (APA),American Pale Ale (APA),16.0,365
0.054,30.0,189,Roller Dam Red Ale (2010),Irish Red Ale,other,16.0,365
0.05,30.0,1106,Pablo Beach Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,466
0.057,44.0,2314,Wild Trail Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,156
0.067,71.0,2313,Mothman Black IPA,American Black Ale,other,12.0,156
0.085,69.0,2044,Captain's Daughter,American Double / Imperial IPA,American Double / Imperial IPA,12.0,86
0.06,54.0,1505,Flying Jenny Extra Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,379
0.04,20.0,1186,Hazy Day Belgian-Style Wit,Witbier,other,16.0,379
0.06,34.0,984,Leaning Chimney Smoked Porter,American Porter,American Porter,16.0,379
0.06,54.0,693,Flying Jenny Extra Pale Ale (2012),American Pale Ale (APA),American Pale Ale (APA),12.0,379
0.049,22.0,631,Flagship Ale,Cream Ale,other,12.0,379
0.045,6.0,2375,Mr. Blue Sky,American Pale Wheat Ale,American Pale Wheat Ale,16.0,124
0.05,25.0,2142,Screamin’ Pumpkin,Pumpkin Ale,other,16.0,124
0.05,35.0,2141,Grand Trunk Bohemian Pils,Czech Pilsener,other,16.0,124
0.065,25.0,2140,El Rojo,American Amber / Red Ale,American Amber / Red Ale,16.0,124
0.05,35.0,2138,Grind Line,American Pale Ale (APA),American Pale Ale (APA),16.0,124
0.04,55.0,2007,Norm's Gateway IPA,American IPA,American IPA,12.0,124
0.063,43.0,2339,Little Red Cap,Altbier,other,12.0,144
0.069,67.0,1857,Supergoose IPA,American IPA,American IPA,12.0,290
0.07,40.0,2026,Pursuit,American IPA,American IPA,12.0,248
0.052,18.0,1361,Half Full Bright Ale,American Blonde Ale,American Blonde Ale,12.0,248
0.046,17.0,1016,Orange Wheat,Fruit / Vegetable Beer,Fruit / Vegetable Beer,12.0,476
0.043,14.0,1015,Hangar 24 Helles Lager,Munich Helles Lager,other,12.0,476
0.075,70.0,1677,The Great Return,American IPA,American IPA,16.0,343
0.044,18.0,1331,Hardywood Cream Ale,Cream Ale,other,12.0,343
0.0559999999999999,55.0,1270,Capital Trail Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,343
0.052,15.0,2059,UFO Gingerland,Herbed / Spiced Beer,other,12.0,234
0.062,45.0,1653,The Long Thaw White IPA,American White IPA,other,12.0,234
0.05,28.0,1380,Harpoon Summer Beer,Kölsch,Kölsch,12.0,234
0.059,42.0,1379,Harpoon IPA,American IPA,American IPA,12.0,234
0.059,20.0,1340,UFO Pumpkin,Pumpkin Ale,other,12.0,234
0.055,30.0,1313,Harpoon Octoberfest,Märzen / Oktoberfest,other,12.0,234
0.059,42.0,770,Harpoon IPA (2012),American IPA,American IPA,12.0,234
0.05,28.0,769,Harpoon Summer Beer (2012),Kölsch,Kölsch,12.0,234
0.048,10.0,610,UFO White,American Pale Wheat Ale,American Pale Wheat Ale,12.0,234
0.05,28.0,192,Harpoon Summer Beer (2010),Kölsch,Kölsch,12.0,234
0.059,42.0,126,Harpoon IPA (2010),American IPA,American IPA,12.0,234
0.076,65.0,1895,Groupe G,Belgian IPA,other,16.0,280
0.062,40.0,1894,Pt. Bonita Rustic Lager,American Pale Lager,other,16.0,280
0.088,77.0,1893,Hill 88 Double IPA,American Double / Imperial IPA,American Double / Imperial IPA,16.0,280
0.072,45.0,990,Loose Cannon,American IPA,American IPA,12.0,479
0.06,30.0,989,AARGHtoberfest!,Märzen / Oktoberfest,other,12.0,479
0.063,30.0,1351,Grazias,Cream Ale,other,16.0,423
0.08,86.0,1346,Habitus IPA,American IPA,American IPA,16.0,423
0.099,85.0,904,Ex Umbris Rye Imperial Stout,American Double / Imperial Stout,other,16.0,423
0.063,21.0,2295,The Golden One,American Pilsner,other,12.0,168
0.07,68.0,2294,The Power of Zeus,American Pale Ale (APA),American Pale Ale (APA),12.0,168
0.044,22.0,824,Tonganoxie Honey Wheat,American Pale Wheat Ale,American Pale Wheat Ale,12.0,500
0.045,32.0,1615,The 12th Can™,American Pale Ale (APA),American Pale Ale (APA),16.0,362
0.055,34.0,889,Hilliard's Pils,Czech Pilsener,other,16.0,362
0.049,20.0,724,Hilliard's Blonde,American Blonde Ale,American Blonde Ale,16.0,362
0.055,60.0,497,Hilliard's Amber Ale,American Amber / Red Ale,American Amber / Red Ale,16.0,362
0.066,30.0,496,Hilliard's Saison,Saison / Farmhouse Ale,other,16.0,362
0.042,25.0,1835,Provision,Saison / Farmhouse Ale,other,12.0,297
0.047,28.0,1834,One Nut Brown,American Brown Ale,American Brown Ale,12.0,297
0.0579999999999999,45.0,1833,Hop Farm IPA,American IPA,American IPA,12.0,297
0.049,20.0,2195,Double D Blonde,American Blonde Ale,American Blonde Ale,12.0,198
0.078,60.0,1605,Festeroo Winter Ale,American Strong Ale,other,12.0,198
0.063,70.0,1543,Proxima IPA,American IPA,American IPA,12.0,198
0.049,20.0,1390,Double D Blonde (2013),American Blonde Ale,American Blonde Ale,12.0,198
0.048,13.0,1354,541 American Lager,American Pale Lager,other,12.0,198
0.065,90.0,1353,Alphadelic IPA,American IPA,American IPA,12.0,198
0.065,90.0,499,Alphadelic IPA (2011),American IPA,American IPA,12.0,198
0.049,20.0,498,Double D Blonde (2011),American Blonde Ale,American Blonde Ale,12.0,198
0.051,40.0,502,Alteration,Altbier,other,12.0,395
0.06,50.0,501,Pale Dog,American Pale Ale (APA),American Pale Ale (APA),12.0,395
0.027,21.0,2482,Totally Radler,Radler,other,16.0,80
0.039,20.0,2400,Nonstop Hef Hop,American Pale Wheat Ale,American Pale Wheat Ale,16.0,80
0.0579999999999999,60.0,2388,Rise Up Red,American Amber / Red Ale,American Amber / Red Ale,16.0,80
0.0579999999999999,35.0,2200,Survival Stout,American Stout,other,16.0,80
0.066,75.0,2199,Hopworks IPA,American IPA,American IPA,16.0,80
0.073,70.0,2193,Abominable Winter Ale,American Strong Ale,other,16.0,80
0.06,60.0,1398,Pigwar White India Pale Ale,American White IPA,other,16.0,80
0.0579999999999999,60.0,1085,Rise-Up Red (2014),American Amber / Red Ale,American Amber / Red Ale,16.0,80
0.073,70.0,916,Abominable Winter Ale (2012),American Strong Ale,other,16.0,80
0.051,32.0,658,HUB Lager,Czech Pilsener,other,16.0,80
0.066,75.0,653,Hopworks IPA (2012),American IPA,American IPA,16.0,80
0.051,17.0,2384,Laka Laka Pineapple,Hefeweizen,other,12.0,120
0.068,90.0,1903,Let It Ride IPA,American IPA,American IPA,12.0,277
0.065,22.0,1691,Stir Crazy Winter Ale,Winter Warmer,other,12.0,277
0.05,10.0,1555,Sweet Yamma Jamma Ale,Fruit / Vegetable Beer,Fruit / Vegetable Beer,12.0,277
0.046,27.0,1115,Shenanigans Summer Ale,American Pale Wheat Ale,American Pale Wheat Ale,12.0,277
0.065,80.0,729,Midnight Ryder,American Black Ale,other,12.0,277
0.054,45.0,728,Day Tripper Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,277
0.048,32.0,2350,Oklahoma Suks,American Amber / Red Ale,American Amber / Red Ale,12.0,140
0.055,42.0,2301,Power & Light,American Pale Ale (APA),American Pale Ale (APA),12.0,140
0.059,27.0,1904,White Rabbit ,Witbier,other,12.0,140
0.0579999999999999,58.0,2609,Tribute,American Pale Ale (APA),American Pale Ale (APA),12.0,23
0.07,75.0,2038,Infamous IPA,American IPA,American IPA,12.0,242
0.055,20.0,1774,Hijack,Cream Ale,other,12.0,242
0.045,20.0,559,Jon Boat Coastal Ale,American Blonde Ale,American Blonde Ale,12.0,527
0.068,55.0,558,I-10 IPA,American IPA,American IPA,12.0,527
0.053,28.0,553,People's Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,527
0.052,18.0,2673,House Lager,Keller Bier / Zwickel Bier,other,16.0,2
0.048,15.0,2672,Leisure Time,American Pale Lager,other,12.0,2
0.072,80.0,2671,Excess IPL,American India Pale Lager,other,16.0,2
0.067,65.0,2670,Hoponius Union,American India Pale Lager,other,12.0,2
0.049,45.0,2669,Calyptra,American India Pale Lager,other,12.0,2
0.055,37.0,1793,Thunder Ann,American Pale Ale (APA),American Pale Ale (APA),12.0,312
0.05,15.0,2060,Weize Guy,Hefeweizen,other,12.0,233
0.05,50.0,469,Fox Tail Gluten Free Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,233
0.093,90.0,468,Hop Box Imperial IPA,American Double / Imperial IPA,American Double / Imperial IPA,12.0,233
0.052,15.0,467,Joseph James American Lager,American Adjunct Lager,other,12.0,233
0.075,24.0,2162,Lewbricator Wheat Dopplebock ,Doppelbock,other,12.0,208
0.052,16.0,2374,Weisse Versa (2012),Hefeweizen,other,12.0,125
0.0579999999999999,25.0,1560,Mother in Lager,Munich Dunkel Lager,other,12.0,125
0.055,40.0,1557,Weekend Warrior Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,125
0.055,25.0,1458,Karbachtoberfest,Märzen / Oktoberfest,other,12.0,125
0.047,20.0,1235,Love Street Summer Seasonal (2014),Kölsch,Kölsch,12.0,125
0.066,20.0,1068,Barn Burner Saison,Saison / Farmhouse Ale,other,12.0,125
0.095,85.0,666,Rodeo Clown Double IPA,American Double / Imperial IPA,American Double / Imperial IPA,12.0,125
0.049,45.0,465,Sympathy for the Lager,American Amber / Red Lager,other,12.0,125
0.052,15.0,464,Weisse Versa,Hefeweizen,other,12.0,125
0.066,70.0,463,Hopadillo India Pale Ale,American IPA,American IPA,12.0,125
0.057,19.0,1678,KelSo Nut Brown Lager,Euro Dark Lager,other,12.0,342
0.06,64.0,1572,KelSo India Pale Ale,American IPA,American IPA,12.0,342
0.055,23.0,1348,KelSo Pilsner,Czech Pilsener,other,12.0,342
0.05,15.0,1187,Peninsula Brewers Reserve (PBR),American Blonde Ale,American Blonde Ale,12.0,458
0.065,11.0,760,Cold Smoke Scotch Ale (2007),Scotch Ale / Wee Heavy,other,16.0,510
0.065,65.0,759,Double Haul IPA (2009),American IPA,American IPA,16.0,510
0.065,65.0,758,Double Haul IPA (2006),American IPA,American IPA,16.0,510
0.055,50.0,87,Eddy Out Pale Ale,American Pale Ale (APA),American Pale Ale (APA),16.0,510
0.065,65.0,86,Double Haul IPA,American IPA,American IPA,16.0,510
0.065,11.0,85,Cold Smoke Scotch Ale,Scotch Ale / Wee Heavy,other,16.0,510
0.06,70.0,1667,King Street IPA,American IPA,American IPA,12.0,102
0.057,10.0,1666,King Street Hefeweizen,Hefeweizen,other,12.0,102
0.063,65.0,2460,India Pale Ale,American IPA,American IPA,16.0,87
0.048,11.0,2459,Blackberry Wheat,American Pale Wheat Ale,American Pale Wheat Ale,16.0,87
0.046,18.0,1274,Longboard Island Lager,American Amber / Red Lager,other,24.0,439
0.04,9.0,781,Choc Beer (2003),American Dark Wheat Ale,other,12.0,505
0.054,15.0,1741,A Slice of Hefen,Hefeweizen,other,16.0,332
0.072,100.0,664,Elevated IPA,American IPA,American IPA,16.0,332
0.066,30.0,392,Rumspringa Golden Bock,Maibock / Helles Bock,other,12.0,545
0.048,28.0,195,Lancaster German Style Kölsch,Kölsch,Kölsch,12.0,545
0.05,12.0,2108,Laughing Dog Cream Ale,Cream Ale,other,12.0,218
0.048,9.0,1397,Two-One Niner,American Pilsner,other,12.0,218
0.064,66.0,1396,Laughing Dog IPA,American IPA,American IPA,12.0,218
0.064,95.0,1675,Madra Allta,American IPA,American IPA,12.0,345
0.0559999999999999,70.0,1249,Duluchan India Pale Ale,American IPA,American IPA,12.0,345
0.052,30.0,2036,Getaway,German Pilsener,other,16.0,244
0.06,30.0,1168,Farm Girl Saison,Saison / Farmhouse Ale,other,16.0,244
0.0579999999999999,40.0,1832,Adam's Stout,American Stout,other,12.0,298
0.057,42.0,1688,American Hero,American Amber / Red Ale,American Amber / Red Ale,12.0,298
0.052,20.0,1687,Schweet Ale,Fruit / Vegetable Beer,Fruit / Vegetable Beer,12.0,298
0.065,75.0,1686,Irregardless IPA,American IPA,American IPA,12.0,298
0.057,40.0,2434,Peach Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,104
